filename,true_label,error_count,evaluated_experiments,error_rate
clear.138.jpg,1,2637,12656,0.2083596713021492
clear.073.jpg,1,2598,12656,0.20527812895069533
clear.088.jpg,1,2591,12656,0.20472503160556257
nonclear.062.jpg,0,2565,12656,0.2026706700379267
nonclear.097.jpg,0,2562,12656,0.20243362831858408
nonclear.021.jpg,0,2561,12656,0.20235461441213654
clear.121.jpg,1,2555,12656,0.20188053097345132
nonclear.101.jpg,0,2524,12656,0.19943109987357774
clear.116.jpg,1,2507,12656,0.19808786346396967
clear.052.jpg,1,2500,12656,0.1975347661188369
clear.041.jpg,1,2499,12656,0.19745575221238937
clear.126.jpg,1,2490,12656,0.19674462705436158
nonclear.123.jpg,0,2485,12656,0.1963495575221239
nonclear.074.jpg,0,2464,12656,0.19469026548672566
clear.039.jpg,1,2462,12656,0.1945322376738306
clear.092.jpg,1,2435,12656,0.19239886219974717
clear.047.jpg,1,2419,12656,0.1911346396965866
nonclear.033.jpg,0,2411,12656,0.19050252844500631
nonclear.115.jpg,0,2411,12656,0.19050252844500631
nonclear.079.jpg,0,2408,12656,0.1902654867256637
clear.096.jpg,1,2401,12656,0.18971238938053098
clear.135.jpg,1,2398,12656,0.18947534766118837
clear.103.jpg,1,2385,12656,0.18844816687737043
clear.077.jpg,1,2374,12656,0.18757901390644754
nonclear.126.jpg,0,2363,12656,0.18670986093552466
nonclear.151.jpg,0,2299,12656,0.18165297092288243
clear.062.jpg,1,2298,12656,0.1815739570164349
nonclear.022.jpg,0,2289,12656,0.18086283185840707
clear.117.jpg,1,2271,12656,0.17944058154235146
clear.131.jpg,1,2269,12656,0.1792825537294564
clear.044.jpg,1,2267,12656,0.1791245259165613
clear.129.jpg,1,2252,12656,0.1779393173198483
nonclear.028.jpg,0,2243,12656,0.17722819216182048
clear.152.jpg,1,2209,12656,0.1745417193426043
clear.154.jpg,1,2189,12656,0.17296144121365362
clear.029.jpg,1,2103,12656,0.16616624525916562
nonclear.054.jpg,0,2102,12656,0.16608723135271808
clear.082.jpg,1,2091,12656,0.1652180783817952
clear.124.jpg,1,2062,12656,0.16292667509481668
clear.037.jpg,1,2051,12656,0.1620575221238938
clear.174.jpg,1,2046,12656,0.16166245259165613
nonclear.109.jpg,0,2046,12656,0.16166245259165613
clear.084.jpg,1,2032,12656,0.16055625790139064
nonclear.133.jpg,0,2018,12656,0.15945006321112515
clear.008.jpg,1,1999,12656,0.157948798988622
clear.049.jpg,1,1992,12656,0.15739570164348926
clear.021.jpg,1,1982,12656,0.1566055625790139
clear.045.jpg,1,1975,12656,0.15605246523388117
clear.161.jpg,1,1963,12656,0.15510429835651074
clear.091.jpg,1,1955,12656,0.15447218710493046
clear.093.jpg,1,1947,12656,0.1538400758533502
clear.155.jpg,1,1945,12656,0.15368204804045513
nonclear.149.jpg,0,1938,12656,0.15312895069532237
nonclear.018.jpg,0,1936,12656,0.1529709228824273
nonclear.085.jpg,0,1925,12656,0.15210176991150443
nonclear.077.jpg,0,1912,12656,0.15107458912768648
nonclear.072.jpg,0,1896,12656,0.1498103666245259
clear.030.jpg,1,1892,12656,0.14949431099873578
nonclear.073.jpg,0,1879,12656,0.14846713021491784
nonclear.112.jpg,0,1876,12656,0.14823008849557523
nonclear.120.jpg,0,1869,12656,0.14767699115044247
clear.134.jpg,1,1854,12656,0.14649178255372947
nonclear.010.jpg,0,1848,12656,0.14601769911504425
clear.158.jpg,1,1837,12656,0.14514854614412137
clear.018.jpg,1,1831,12656,0.14467446270543616
nonclear.025.jpg,0,1829,12656,0.1445164348925411
clear.163.jpg,1,1823,12656,0.14404235145385588
clear.157.jpg,1,1804,12656,0.14254108723135273
nonclear.080.jpg,0,1799,12656,0.14214601769911506
clear.095.jpg,1,1775,12656,0.1402496839443742
nonclear.146.jpg,0,1769,12656,0.139775600505689
nonclear.121.jpg,0,1765,12656,0.13945954487989887
clear.034.jpg,1,1751,12656,0.13835335018963338
nonclear.092.jpg,0,1751,12656,0.13835335018963338
nonclear.099.jpg,0,1745,12656,0.13787926675094817
clear.072.jpg,1,1740,12656,0.1374841972187105
clear.010.jpg,1,1739,12656,0.13740518331226295
clear.128.jpg,1,1721,12656,0.13598293299620734
clear.012.jpg,1,1713,12656,0.13535082174462706
nonclear.163.jpg,0,1697,12656,0.1340865992414665
clear.120.jpg,1,1673,12656,0.13219026548672566
nonclear.135.jpg,0,1671,12656,0.1320322376738306
clear.079.jpg,1,1661,12656,0.13124209860935523
clear.156.jpg,1,1650,12656,0.13037294563843235
nonclear.152.jpg,0,1643,12656,0.12981984829329962
clear.160.jpg,1,1642,12656,0.12974083438685208
nonclear.057.jpg,0,1626,12656,0.12847661188369153
nonclear.034.jpg,0,1621,12656,0.12808154235145386
clear.159.jpg,1,1607,12656,0.12697534766118837
nonclear.065.jpg,0,1606,12656,0.12689633375474083
clear.130.jpg,1,1593,12656,0.12586915297092288
clear.071.jpg,1,1587,12656,0.12539506953223767
clear.151.jpg,1,1584,12656,0.12515802781289506
clear.173.jpg,1,1538,12656,0.12152338811630847
nonclear.095.jpg,0,1538,12656,0.12152338811630847
nonclear.102.jpg,0,1516,12656,0.11978508217446271
nonclear.050.jpg,0,1499,12656,0.11844184576485461
clear.080.jpg,1,1480,12656,0.11694058154235146
clear.040.jpg,1,1477,12656,0.11670353982300885
nonclear.043.jpg,0,1472,12656,0.11630847029077118
nonclear.046.jpg,0,1453,12656,0.11480720606826801
clear.089.jpg,1,1451,12656,0.11464917825537295
nonclear.071.jpg,0,1444,12656,0.1140960809102402
nonclear.032.jpg,0,1440,12656,0.11378002528445007
clear.006.jpg,1,1422,12656,0.11235777496839444
clear.024.jpg,1,1406,12656,0.11109355246523388
nonclear.045.jpg,0,1402,12656,0.11077749683944374
nonclear.064.jpg,0,1393,12656,0.11006637168141593
clear.025.jpg,1,1384,12656,0.10935524652338811
clear.019.jpg,1,1349,12656,0.10658975979772439
clear.086.jpg,1,1349,12656,0.10658975979772439
nonclear.019.jpg,0,1327,12656,0.10485145385587863
nonclear.103.jpg,0,1319,12656,0.10421934260429835
clear.059.jpg,1,1302,12656,0.10287610619469026
clear.149.jpg,1,1300,12656,0.1027180783817952
nonclear.023.jpg,0,1299,12656,0.10263906447534767
clear.023.jpg,1,1270,12656,0.10034766118836916
clear.094.jpg,1,1268,12656,0.10018963337547408
clear.107.jpg,1,1256,12656,0.09924146649810367
nonclear.042.jpg,0,1246,12656,0.09845132743362832
clear.106.jpg,1,1240,12656,0.0979772439949431
nonclear.156.jpg,0,1238,12656,0.09781921618204804
nonclear.078.jpg,0,1233,12656,0.09742414664981036
clear.057.jpg,1,1230,12656,0.09718710493046777
nonclear.086.jpg,0,1227,12656,0.09695006321112516
nonclear.024.jpg,0,1223,12656,0.09663400758533502
clear.035.jpg,1,1222,12656,0.09655499367888748
nonclear.081.jpg,0,1212,12656,0.09576485461441214
nonclear.058.jpg,0,1201,12656,0.09489570164348926
nonclear.105.jpg,0,1200,12656,0.09481668773704172
nonclear.026.jpg,0,1199,12656,0.09473767383059419
nonclear.094.jpg,0,1190,12656,0.09402654867256637
clear.142.jpg,1,1186,12656,0.09371049304677623
nonclear.030.jpg,0,1184,12656,0.09355246523388117
clear.056.jpg,1,1181,12656,0.09331542351453856
nonclear.100.jpg,0,1156,12656,0.09134007585335019
clear.070.jpg,1,1152,12656,0.09102402022756005
nonclear.055.jpg,0,1134,12656,0.08960176991150443
nonclear.048.jpg,0,1131,12656,0.08936472819216182
nonclear.096.jpg,0,1124,12656,0.08881163084702907
nonclear.049.jpg,0,1116,12656,0.0881795195954488
nonclear.068.jpg,0,1116,12656,0.0881795195954488
clear.143.jpg,1,1101,12656,0.08699431099873578
clear.119.jpg,1,1090,12656,0.0861251580278129
nonclear.127.jpg,0,1079,12656,0.08525600505689002
nonclear.070.jpg,0,1069,12656,0.08446586599241467
clear.064.jpg,1,1063,12656,0.08399178255372945
clear.114.jpg,1,1059,12656,0.08367572692793931
clear.141.jpg,1,1058,12656,0.08359671302149178
clear.067.jpg,1,1056,12656,0.08343868520859671
nonclear.067.jpg,0,1055,12656,0.08335967130214918
nonclear.107.jpg,0,1051,12656,0.08304361567635904
clear.065.jpg,1,1037,12656,0.08193742098609355
nonclear.082.jpg,0,1029,12656,0.08130530973451328
nonclear.104.jpg,0,1021,12656,0.080673198482933
clear.083.jpg,1,1018,12656,0.0804361567635904
nonclear.029.jpg,0,1015,12656,0.08019911504424779
clear.027.jpg,1,1014,12656,0.08012010113780026
clear.166.jpg,1,1013,12656,0.08004108723135271
clear.054.jpg,1,1009,12656,0.07972503160556257
clear.020.jpg,1,999,12656,0.07893489254108724
clear.068.jpg,1,999,12656,0.07893489254108724
nonclear.005.jpg,0,996,12656,0.07869785082174463
clear.026.jpg,1,992,12656,0.07838179519595449
clear.109.jpg,1,988,12656,0.07806573957016436
clear.055.jpg,1,987,12656,0.07798672566371681
nonclear.084.jpg,0,987,12656,0.07798672566371681
clear.011.jpg,1,984,12656,0.0777496839443742
clear.017.jpg,1,984,12656,0.0777496839443742
nonclear.150.jpg,0,984,12656,0.0777496839443742
nonclear.098.jpg,0,964,12656,0.07616940581542352
clear.168.jpg,1,959,12656,0.07577433628318585
clear.169.jpg,1,956,12656,0.07553729456384324
clear.038.jpg,1,954,12656,0.07537926675094817
clear.078.jpg,1,943,12656,0.07451011378002528
clear.081.jpg,1,933,12656,0.07371997471554993
nonclear.047.jpg,0,929,12656,0.0734039190897598
clear.066.jpg,1,906,12656,0.0715865992414665
clear.127.jpg,1,898,12656,0.07095448798988623
clear.113.jpg,1,894,12656,0.07063843236409609
nonclear.066.jpg,0,894,12656,0.07063843236409609
clear.118.jpg,1,879,12656,0.06945322376738305
clear.172.jpg,1,875,12656,0.06913716814159292
clear.165.jpg,1,874,12656,0.06905815423514539
clear.115.jpg,1,863,12656,0.0681890012642225
nonclear.106.jpg,0,860,12656,0.0679519595448799
clear.028.jpg,1,854,12656,0.06747787610619468
nonclear.147.jpg,0,828,12656,0.06542351453855878
clear.108.jpg,1,807,12656,0.06376422250316055
nonclear.002.jpg,0,801,12656,0.06329013906447535
clear.146.jpg,1,796,12656,0.06289506953223767
clear.150.jpg,1,795,12656,0.06281605562579014
clear.110.jpg,1,787,12656,0.06218394437420986
clear.170.jpg,1,772,12656,0.060998735777496836
clear.087.jpg,1,763,12656,0.06028761061946902
nonclear.006.jpg,0,762,12656,0.06020859671302149
nonclear.041.jpg,0,760,12656,0.06005056890012642
clear.140.jpg,1,757,12656,0.05981352718078382
clear.171.jpg,1,751,12656,0.05933944374209861
clear.137.jpg,1,727,12656,0.05744310998735778
nonclear.044.jpg,0,726,12656,0.05736409608091024
clear.058.jpg,1,719,12656,0.056810998735777496
clear.003.jpg,1,717,12656,0.05665297092288243
nonclear.087.jpg,0,717,12656,0.05665297092288243
clear.125.jpg,1,699,12656,0.0552307206068268
clear.002.jpg,1,665,12656,0.05254424778761062
clear.112.jpg,1,643,12656,0.050805941845764854
clear.001.jpg,1,638,12656,0.05041087231352718
nonclear.003.jpg,0,635,12656,0.05017383059418458
nonclear.083.jpg,0,614,12656,0.048514538558786346
clear.046.jpg,1,517,12656,0.04085018963337547
