sample_index,filename,label,test_fold
87,clear.087.jpg,1,88
88,clear.088.jpg,1,89
89,clear.089.jpg,1,90
90,clear.090.jpg,1,91
91,clear.091.jpg,1,92
92,clear.092.jpg,1,93
93,clear.093.jpg,1,94
94,clear.094.jpg,1,95
95,clear.095.jpg,1,96
96,clear.096.jpg,1,97
97,clear.097.jpg,1,98
98,clear.098.jpg,1,99
99,clear.099.jpg,1,100
100,clear.100.jpg,1,101
101,clear.101.jpg,1,102
102,clear.102.jpg,1,103
103,clear.103.jpg,1,104
104,clear.104.jpg,1,105
105,clear.105.jpg,1,106
106,clear.106.jpg,1,107
107,clear.107.jpg,1,108
108,clear.108.jpg,1,109
109,clear.109.jpg,1,110
110,clear.110.jpg,1,111
111,clear.111.jpg,1,112
112,clear.112.jpg,1,113
113,clear.113.jpg,1,114
114,clear.114.jpg,1,115
115,clear.115.jpg,1,116
116,clear.116.jpg,1,117
117,clear.117.jpg,1,118
118,clear.118.jpg,1,119
119,clear.119.jpg,1,120
120,clear.120.jpg,1,121
121,clear.121.jpg,1,122
122,clear.122.jpg,1,123
123,clear.123.jpg,1,124
124,clear.124.jpg,1,125
125,clear.125.jpg,1,126
126,clear.126.jpg,1,127
127,clear.127.jpg,1,128
128,clear.128.jpg,1,129
129,clear.129.jpg,1,130
130,clear.130.jpg,1,131
131,clear.131.jpg,1,132
132,clear.132.jpg,1,133
133,clear.133.jpg,1,134
134,clear.134.jpg,1,135
135,clear.135.jpg,1,136
136,clear.136.jpg,1,137
137,clear.137.jpg,1,138
138,clear.138.jpg,1,139
139,clear.139.jpg,1,140
140,clear.140.jpg,1,141
141,clear.141.jpg,1,142
142,clear.142.jpg,1,143
143,clear.143.jpg,1,144
144,clear.144.jpg,1,145
145,clear.145.jpg,1,146
146,clear.146.jpg,1,147
147,clear.147.jpg,1,148
148,clear.148.jpg,1,149
149,clear.149.jpg,1,150
150,clear.150.jpg,1,151
151,clear.151.jpg,1,152
152,clear.152.jpg,1,153
153,clear.153.jpg,1,154
154,clear.154.jpg,1,155
155,clear.155.jpg,1,156
156,clear.156.jpg,1,157
157,clear.157.jpg,1,158
158,clear.158.jpg,1,159
159,clear.159.jpg,1,160
160,clear.160.jpg,1,161
161,clear.161.jpg,1,162
162,clear.162.jpg,1,163
163,clear.163.jpg,1,164
164,clear.164.jpg,1,165
165,clear.165.jpg,1,166
166,clear.166.jpg,1,167
167,clear.167.jpg,1,168
168,clear.168.jpg,1,169
169,clear.169.jpg,1,170
170,clear.170.jpg,1,171
171,clear.171.jpg,1,172
172,clear.172.jpg,1,173
173,clear.173.jpg,1,174
174,clear.174.jpg,1,175
175,nonclear.000.jpg,0,176
176,nonclear.001.jpg,0,177
177,nonclear.002.jpg,0,178
178,nonclear.003.jpg,0,179
179,nonclear.004.jpg,0,180
180,nonclear.005.jpg,0,181
181,nonclear.006.jpg,0,182
182,nonclear.007.jpg,0,183
183,nonclear.008.jpg,0,184
184,nonclear.009.jpg,0,185
185,nonclear.010.jpg,0,186
186,nonclear.011.jpg,0,187
187,nonclear.012.jpg,0,188
188,nonclear.013.jpg,0,189
189,nonclear.014.jpg,0,190
190,nonclear.015.jpg,0,191
191,nonclear.016.jpg,0,192
192,nonclear.017.jpg,0,193
193,nonclear.018.jpg,0,194
194,nonclear.019.jpg,0,195
195,nonclear.020.jpg,0,196
196,nonclear.021.jpg,0,197
197,nonclear.022.jpg,0,198
198,nonclear.023.jpg,0,199
199,nonclear.024.jpg,0,200
200,nonclear.025.jpg,0,201
201,nonclear.026.jpg,0,202
202,nonclear.027.jpg,0,203
203,nonclear.028.jpg,0,204
204,nonclear.029.jpg,0,205
205,nonclear.030.jpg,0,206
206,nonclear.031.jpg,0,207
207,nonclear.032.jpg,0,208
208,nonclear.033.jpg,0,209
209,nonclear.034.jpg,0,210
210,nonclear.035.jpg,0,211
211,nonclear.036.jpg,0,212
212,nonclear.037.jpg,0,213
213,nonclear.038.jpg,0,214
214,nonclear.039.jpg,0,215
215,nonclear.040.jpg,0,216
216,nonclear.041.jpg,0,217
217,nonclear.042.jpg,0,218
218,nonclear.043.jpg,0,219
219,nonclear.044.jpg,0,220
220,nonclear.045.jpg,0,221
221,nonclear.046.jpg,0,222
222,nonclear.047.jpg,0,223
223,nonclear.048.jpg,0,224
224,nonclear.049.jpg,0,225
225,nonclear.050.jpg,0,226
226,nonclear.051.jpg,0,227
227,nonclear.052.jpg,0,228
228,nonclear.053.jpg,0,229
229,nonclear.054.jpg,0,230
230,nonclear.055.jpg,0,231
231,nonclear.056.jpg,0,232
232,nonclear.057.jpg,0,233
233,nonclear.058.jpg,0,234
234,nonclear.059.jpg,0,235
235,nonclear.060.jpg,0,236
236,nonclear.061.jpg,0,237
237,nonclear.062.jpg,0,238
238,nonclear.063.jpg,0,239
239,nonclear.064.jpg,0,240
240,nonclear.065.jpg,0,241
241,nonclear.066.jpg,0,242
242,nonclear.067.jpg,0,243
243,nonclear.068.jpg,0,244
244,nonclear.069.jpg,0,245
245,nonclear.070.jpg,0,246
246,nonclear.071.jpg,0,247
247,nonclear.072.jpg,0,248
248,nonclear.073.jpg,0,249
249,nonclear.074.jpg,0,250
250,nonclear.075.jpg,0,251
251,nonclear.076.jpg,0,252
252,nonclear.077.jpg,0,253
253,nonclear.078.jpg,0,254
254,nonclear.079.jpg,0,255
255,nonclear.080.jpg,0,256
256,nonclear.081.jpg,0,257
257,nonclear.082.jpg,0,258
258,nonclear.083.jpg,0,259
259,nonclear.084.jpg,0,260
260,nonclear.085.jpg,0,261
261,nonclear.086.jpg,0,262
262,nonclear.087.jpg,0,263
263,nonclear.088.jpg,0,264
264,nonclear.089.jpg,0,265
265,nonclear.090.jpg,0,266
266,nonclear.091.jpg,0,267
267,nonclear.092.jpg,0,268
268,nonclear.093.jpg,0,269
269,nonclear.094.jpg,0,270
270,nonclear.095.jpg,0,271
271,nonclear.096.jpg,0,272
272,nonclear.097.jpg,0,273
273,nonclear.098.jpg,0,274
274,nonclear.099.jpg,0,275
275,nonclear.100.jpg,0,276
276,nonclear.101.jpg,0,277
277,nonclear.102.jpg,0,278
278,nonclear.103.jpg,0,279
279,nonclear.104.jpg,0,280
280,nonclear.105.jpg,0,281
281,nonclear.106.jpg,0,282
282,nonclear.107.jpg,0,283
283,nonclear.108.jpg,0,284
284,nonclear.109.jpg,0,285
285,nonclear.110.jpg,0,286
286,nonclear.111.jpg,0,287
287,nonclear.112.jpg,0,288
288,nonclear.113.jpg,0,289
289,nonclear.114.jpg,0,290
290,nonclear.115.jpg,0,291
291,nonclear.116.jpg,0,292
292,nonclear.117.jpg,0,293
293,nonclear.118.jpg,0,294
294,nonclear.119.jpg,0,295
295,nonclear.120.jpg,0,296
296,nonclear.121.jpg,0,297
297,nonclear.122.jpg,0,298
298,nonclear.123.jpg,0,299
299,nonclear.124.jpg,0,300
300,nonclear.125.jpg,0,301
301,nonclear.126.jpg,0,302
302,nonclear.127.jpg,0,303
303,nonclear.128.jpg,0,304
304,nonclear.129.jpg,0,305
305,nonclear.130.jpg,0,306
306,nonclear.131.jpg,0,307
307,nonclear.132.jpg,0,308
308,nonclear.133.jpg,0,309
309,nonclear.134.jpg,0,310
310,nonclear.135.jpg,0,311
311,nonclear.136.jpg,0,312
312,nonclear.137.jpg,0,313
313,nonclear.138.jpg,0,314
314,nonclear.139.jpg,0,315
315,nonclear.140.jpg,0,316
316,nonclear.141.jpg,0,317
317,nonclear.142.jpg,0,318
318,nonclear.143.jpg,0,319
319,nonclear.144.jpg,0,320
320,nonclear.145.jpg,0,321
321,nonclear.146.jpg,0,322
322,nonclear.147.jpg,0,323
323,nonclear.148.jpg,0,324
324,nonclear.149.jpg,0,325
325,nonclear.150.jpg,0,326
326,nonclear.151.jpg,0,327
327,nonclear.152.jpg,0,328
328,nonclear.153.jpg,0,329
329,nonclear.154.jpg,0,330
330,nonclear.155.jpg,0,331
331,nonclear.156.jpg,0,332
332,nonclear.157.jpg,0,333
333,nonclear.158.jpg,0,334
334,nonclear.159.jpg,0,335
335,nonclear.160.jpg,0,336
336,nonclear.161.jpg,0,337
337,nonclear.162.jpg,0,338
338,nonclear.163.jpg,0,339
339,nonclear.164.jpg,0,340
340,nonclear.165.jpg,0,341
341,nonclear.166.jpg,0,342
